geneID	enhancerID	beta
373	1865	0.57
374	1866	1
374	1867	1
374	1868	0.59
374	1869	0.66
374	1870	0.6
375	1871	0.33
375	1872	0.73
375	1873	0.76
375	1874	1
375	1875	1
376	1876	0.47
376	1877	0.36
376	1878	1
376	1879	1
376	1880	0.37
377	1881	0.27
377	1882	1
377	1883	1
377	1884	0.44
377	1885	0.71
378	1886	1
378	1887	1
378	1888	1
378	1889	0.51
378	1890	1
379	1891	0.68
379	1892	0.35
379	1893	1
379	1894	1
379	1895	1
380	1896	1
380	1897	1
380	1898	0.46
380	1899	1
380	1900	1
381	1901	0.29
381	1902	0.64
381	1903	0.85
381	1904	0.76
381	1905	0.61
382	1906	0.89
382	1907	0.6
382	1908	0.73
382	1909	0.61
382	1910	0.62
383	1911	1
383	1912	0.53
383	1913	0.74
383	1914	1
383	1915	1
384	1916	0.63
384	1917	1
384	1918	0.46
384	1919	0.57
384	1920	1
385	1921	1
385	1922	1
385	1923	0.69
385	1924	1
385	1925	1
386	1926	1
386	1927	1
386	1928	1
386	1929	0.9
386	1930	1
387	1931	1
387	1932	1
387	1933	1
387	1934	1
387	1935	0.9
388	1936	1
388	1937	0.29
388	1938	0.74
388	1939	0.78
388	1940	0.59
389	1941	1
389	1942	1
389	1943	1
389	1944	1
389	1945	1
390	1946	0.84
390	1947	0.44
390	1948	0.65
390	1949	0.94
390	1950	1
391	1951	1
391	1952	0.78
391	1953	0.69
391	1954	1
391	1955	1
392	1956	0.75
392	1957	0.84
392	1958	0.76
392	1959	0.67
392	1960	0.56
393	1961	1
393	1962	0.24
393	1963	1
393	1964	0.67
393	1965	0.79
394	1966	1
394	1967	1
394	1968	0.93
394	1969	1
394	1970	0.76
395	1971	1
395	1972	1
395	1973	1
395	1974	1
395	1975	0.76
396	1976	0.56
396	1977	0.87
396	1978	1
396	1979	1
396	1980	0.45
397	1981	0.58
397	1982	1
397	1983	0.35
397	1984	0.36
397	1985	1
398	1986	0.61
398	1987	1
398	1988	1
398	1989	1
398	1990	0.54
399	1991	0.88
399	1992	0.61
399	1993	1
399	1994	0.82
399	1995	0.66
400	1996	1
400	1997	0.5
400	1998	0.49
400	1999	1
400	2000	1
401	2001	0.96
401	2002	1
401	2003	0.38
401	2004	1
401	2005	1
402	2006	0.78
402	2007	1
402	2008	0.91
402	2009	0.6
402	2010	1
403	2011	1
403	2012	1
403	2013	1
403	2014	0.8
403	2015	0.77
404	2016	0.58
404	2017	1
404	2018	1
404	2019	1
404	2020	0.6
405	2021	1
405	2022	0.62
405	2023	0.63
405	2024	0.69
405	2025	1
406	2026	0.82
406	2027	1
406	2028	0.52
406	2029	1
406	2030	0.88
407	2031	0.63
407	2032	0.68
407	2033	1
407	2034	0.73
407	2035	0.68
408	2036	1
408	2037	1
408	2038	0.62
408	2039	1
408	2040	0.68
409	2041	0.71
409	2042	1
409	2043	1
409	2044	1
409	2045	1
410	2046	0.82
410	2047	1
410	2048	1
410	2049	1
410	2050	1
411	2051	0.48
411	2052	1
411	2053	0.88
411	2054	1
411	2055	0.72
412	2056	0.74
412	2057	0.57
412	2058	0.52
412	2059	1
412	2060	0.59
413	2061	0.54
413	2062	0.6
413	2063	1
413	2064	1
413	2065	0.8
414	2066	0.41
414	2067	0.85
414	2068	0.84
414	2069	0.66
414	2070	1
415	2071	1
415	2072	0.37
415	2073	0.64
415	2074	0.84
415	2075	1
416	2076	0.56
416	2077	0.48
416	2078	0.45
416	2079	0.57
416	2080	1
417	2081	0.43
417	2082	1
417	2083	0.48
417	2084	0.65
417	2085	1
418	2086	0.71
418	2087	1
418	2088	1
418	2089	0.7
418	2090	0.72
419	2091	1
419	2092	1
419	2093	0.68
419	2094	0.6
419	2095	1
420	2096	1
420	2097	0.88
420	2098	0.32
420	2099	0.68
420	2100	1
421	2101	0.62
421	2102	0.78
421	2103	0.85
421	2104	0.71
421	2105	0.7
422	2106	1
422	2107	0.75
422	2108	0.46
422	2109	1
422	2110	1
423	2111	1
423	2112	1
423	2113	0.61
423	2114	1
423	2115	0.47
424	2116	0.65
424	2117	0.88
424	2118	0.68
424	2119	0.67
424	2120	0.25
425	2121	1
425	2122	0.85
425	2123	1
425	2124	1
425	2125	1
426	2126	0.41
426	2127	0.56
426	2128	0.8
426	2129	1
426	2130	1
427	2131	1
427	2132	1
427	2133	0.79
427	2134	0.6
427	2135	1
428	2136	0.36
428	2137	0.85
428	2138	0.55
428	2139	0.55
428	2140	0.34
429	2141	1
429	2142	0.78
429	2143	1
429	2144	1
429	2145	0.8
430	2146	0.53
430	2147	1
430	2148	0.71
430	2149	0.64
430	2150	1
431	2151	1
431	2152	0.63
431	2153	0.62
431	2154	1
431	2155	0.56
432	2156	0.83
432	2157	1
432	2158	0.84
432	2159	0.62
432	2160	0.68
433	2161	1
433	2162	0.47
433	2163	0.71
433	2164	1
433	2165	1
434	2166	1
434	2167	0.57
434	2168	1
434	2169	1
434	2170	0.71
435	2171	1
435	2172	0.67
435	2173	0.81
435	2174	1
435	2175	0.59
436	2176	0.72
436	2177	0.53
436	2178	0.35
436	2179	1
436	2180	1
437	2181	0.29
437	2182	1
437	2183	1
437	2184	1
437	2185	1
438	2186	0.9
438	2187	0.84
438	2188	0.42
438	2189	1
438	2190	1
439	2191	0.7
439	2192	1
439	2193	1
439	2194	1
439	2195	0.78
440	2196	0.73
440	2197	1
440	2198	0.57
440	2199	1
440	2200	1
441	2201	0.81
441	2202	1
441	2203	0.73
441	2204	0.65
441	2205	1
442	2206	1
442	2207	1
442	2208	1
442	2209	1
442	2210	1
443	2211	1
443	2212	0.39
443	2213	1
443	2214	1
443	2215	1
444	2216	0.79
444	2217	1
444	2218	1
444	2219	1
444	2220	0.8
445	2221	1
445	2222	0.73
445	2223	0.82
445	2224	0.72
445	2225	1
446	2226	0.61
446	2227	0.61
446	2228	1
446	2229	1
446	2230	1
447	2231	0.79
447	2232	1
447	2233	0.44
447	2234	1
447	2235	0.73
448	2236	0.63
448	2237	1
448	2238	0.62
448	2239	0.28
448	2240	0.77
449	2241	0.63
449	2242	1
449	2243	1
449	2244	0.61
449	2245	0.55
450	2246	1
450	2247	0.77
450	2248	0.46
450	2249	0.44
450	2250	0.51
451	2251	1
451	2252	1
451	2253	1
451	2254	1
451	2255	1
452	2256	1
452	2257	1
452	2258	0.57
452	2259	0.73
452	2260	1
453	2261	1
453	2262	1
453	2263	0.57
453	2264	0.77
453	2265	0.65
454	2266	0.88
454	2267	1
454	2268	0.68
454	2269	1
454	2270	0.79
455	2271	1
455	2272	0.72
455	2273	0.49
455	2274	1
455	2275	1
456	2276	1
456	2277	1
456	2278	0.74
456	2279	1
456	2280	1
457	2281	0.71
457	2282	1
457	2283	1
457	2284	0.77
457	2285	1
458	2286	0.56
458	2287	1
458	2288	1
458	2289	0.73
458	2290	1
459	2291	0.87
459	2292	1
459	2293	0.93
459	2294	0.66
459	2295	1
460	2296	1
460	2297	0.72
460	2298	1
460	2299	1
460	2300	0.88
461	2301	0.38
461	2302	0.44
461	2303	0.68
461	2304	0.68
461	2305	0.55
462	2306	1
462	2307	0.57
462	2308	0.74
462	2309	0.71
462	2310	1
463	2311	1
463	2312	0.63
463	2313	1
463	2314	1
463	2315	0.38
464	2316	1
464	2317	1
464	2318	1
464	2319	1
464	2320	1
465	2321	0.81
465	2322	1
465	2323	0.54
465	2324	0.64
465	2325	1
466	2326	0.9
466	2327	1
466	2328	0.45
466	2329	1
466	2330	1
467	2331	1
467	2332	0.75
467	2333	1
467	2334	0.6
467	2335	0.72
468	2336	1
468	2337	0.55
468	2338	0.68
468	2339	1
468	2340	0.72
469	2341	1
469	2342	0.55
469	2343	0.48
469	2344	1
469	2345	1
470	2346	1
470	2347	1
470	2348	0.48
470	2349	0.56
470	2350	0.86
471	2351	0.52
471	2352	1
471	2353	0.56
471	2354	1
471	2355	0.5
472	2356	1
472	2357	1
472	2358	0.62
472	2359	1
472	2360	1
473	2361	0.68
473	2362	1
473	2363	1
473	2364	1
473	2365	0.81
474	2366	1
474	2367	0.76
474	2368	0.19
474	2369	1
474	2370	0.5
475	2371	0.4
475	2372	0.35
475	2373	0.79
475	2374	0.48
475	2375	1
476	2376	0.44
476	2377	1
476	2378	0.69
476	2379	0.76
476	2380	0.71
477	2381	0.7
477	2382	0.52
477	2383	1
477	2384	0.37
477	2385	1
478	2386	1
478	2387	0.79
478	2388	1
478	2389	1
478	2390	1
479	2391	1
479	2392	1
479	2393	1
479	2394	0.95
479	2395	0.84
480	2396	0.73
480	2397	1
480	2398	0.73
480	2399	1
480	2400	1
481	2401	0.79
481	2402	1
481	2403	0.48
481	2404	1
481	2405	0.66
482	2406	1
482	2407	0.78
482	2408	0.54
482	2409	0.87
482	2410	0.75
483	2411	0.68
483	2412	0.49
483	2413	1
483	2414	0.38
483	2415	0.81
484	2416	1
484	2417	0.66
484	2418	1
484	2419	0.61
484	2420	1
485	2421	0.53
485	2422	1
485	2423	0.72
485	2424	1
485	2425	1
486	2426	1
486	2427	0.34
486	2428	1
486	2429	0.55
486	2430	0.45
487	2431	0.91
487	2432	1
487	2433	1
487	2434	1
487	2435	1
488	2436	1
488	2437	1
488	2438	1
488	2439	1
488	2440	1
489	2441	0.46
489	2442	1
489	2443	0.42
489	2444	1
489	2445	1
490	2446	1
490	2447	0.67
490	2448	1
490	2449	1
490	2450	1
491	2451	0.64
491	2452	0.61
491	2453	1
491	2454	1
491	2455	0.7
492	2456	1
492	2457	1
492	2458	0.45
492	2459	0.68
492	2460	1
493	2461	1
493	2462	0.69
493	2463	1
493	2464	0.7
493	2465	0.52
494	2466	0.7
494	2467	0.72
494	2468	0.86
494	2469	0.77
494	2470	1
495	2471	0.78
495	2472	0.63
495	2473	1
495	2474	0.61
495	2475	1
496	2476	1
496	2477	1
496	2478	0.87
496	2479	0.42
496	2480	0.49
497	2481	0.54
497	2482	0.65
497	2483	0.79
497	2484	1
497	2485	0.62
498	2486	1
498	2487	1
498	2488	0.79
498	2489	1
498	2490	0.61
499	2491	1
499	2492	0.53
499	2493	1
499	2494	1
499	2495	1
500	2496	0.63
500	2497	0.29
500	2498	0.67
500	2499	1
500	2500	1
501	2501	1
501	2502	0.91
501	2503	1
501	2504	1
501	2505	1
502	2506	0.93
502	2507	1
502	2508	1
502	2509	1
502	2510	0.88
503	2511	1
503	2512	1
503	2513	0.47
503	2514	1
503	2515	0.76
504	2516	0.71
504	2517	1
504	2518	0.79
504	2519	1
504	2520	1
505	2521	1
505	2522	1
505	2523	1
505	2524	1
505	2525	1
506	2526	1
506	2527	0.72
506	2528	1
506	2529	1
506	2530	0.56
507	2531	0.71
507	2532	1
507	2533	1
507	2534	1
507	2535	0.66
508	2536	0.56
508	2537	1
508	2538	1
508	2539	1
508	2540	0.57
509	2541	0.54
509	2542	1
509	2543	1
509	2544	0.84
509	2545	1
510	2546	1
510	2547	1
510	2548	1
510	2549	1
510	2550	0.61
511	2551	0.74
511	2552	1
511	2553	1
511	2554	0.5
511	2555	0.78
512	2556	1
512	2557	0.89
512	2558	0.25
512	2559	0.77
512	2560	1
513	2561	1
513	2562	0.53
513	2563	0.47
513	2564	0.72
513	2565	1
514	2566	0.63
514	2567	0.8
514	2568	0.46
514	2569	0.35
514	2570	0.74
515	2571	0.45
515	2572	1
515	2573	1
515	2574	0.72
515	2575	0.64
516	2576	1
516	2577	1
516	2578	0.66
516	2579	1
516	2580	0.73
517	2581	0.38
517	2582	1
517	2583	1
517	2584	0.86
517	2585	0.47
518	2586	0.84
518	2587	1
518	2588	1
518	2589	1
518	2590	0.51
519	2591	0.75
519	2592	1
519	2593	0.76
519	2594	0.61
519	2595	1
520	2596	1
520	2597	0.54
520	2598	0.64
520	2599	0.54
520	2600	1
521	2601	1
521	2602	1
521	2603	0.53
521	2604	1
521	2605	0.41
522	2606	1
522	2607	0.58
522	2608	1
522	2609	0.52
522	2610	0.82
523	2611	0.62
523	2612	0.56
523	2613	0.32
523	2614	1
523	2615	1
524	2616	0.44
524	2617	0.45
524	2618	0.37
524	2619	1
524	2620	1
525	2621	1
525	2622	0.39
525	2623	1
525	2624	0.94
525	2625	1
526	2626	0.67
526	2627	0.65
526	2628	1
526	2629	1
526	2630	1
527	2631	1
527	2632	1
527	2633	0.79
527	2634	0.86
527	2635	0.46
528	2636	0.56
528	2637	0.76
528	2638	0.09
528	2639	0.77
528	2640	1
529	2641	0.69
529	2642	1
529	2643	1
529	2644	0.53
529	2645	1
530	2646	0.65
530	2647	0.62
530	2648	0.69
530	2649	1
530	2650	0.68
531	2651	1
531	2652	1
531	2653	0.56
531	2654	0.84
531	2655	1
532	2656	1
532	2657	1
532	2658	0.38
532	2659	0.81
532	2660	1
533	2661	1
533	2662	1
533	2663	1
533	2664	0.5
533	2665	1
534	2666	0.56
534	2667	0.75
534	2668	0.86
534	2669	0.6
534	2670	1
535	2671	0.63
535	2672	1
535	2673	0.43
535	2674	1
535	2675	1
536	2676	0.76
536	2677	0.86
536	2678	0.53
536	2679	0.67
536	2680	1
537	2681	1
537	2682	1
537	2683	1
537	2684	1
537	2685	0.63
538	2686	1
538	2687	0.46
538	2688	0.76
538	2689	0.53
538	2690	0.78
539	2691	1
539	2692	1
539	2693	0.26
539	2694	1
539	2695	1
540	2696	1
540	2697	1
540	2698	0.5
540	2699	1
540	2700	1
541	2701	1
541	2702	1
541	2703	1
541	2704	0.68
541	2705	0.63
542	2706	1
542	2707	0.22
542	2708	1
542	2709	1
542	2710	0.45
543	2711	1
543	2712	0.44
543	2713	1
543	2714	0.84
543	2715	1
544	2716	0.36
544	2717	0.51
544	2718	1
544	2719	1
544	2720	0.42
545	2721	0.66
545	2722	1
545	2723	0.85
545	2724	1
545	2725	0.48
546	2726	0.26
546	2727	1
546	2728	0.55
546	2729	1
546	2730	0.53
547	2731	1
547	2732	0.73
547	2733	0.53
547	2734	1
547	2735	1
548	2736	0.74
548	2737	0.45
548	2738	1
548	2739	1
548	2740	0.48
549	2741	1
549	2742	1
549	2743	0.62
549	2744	0.53
549	2745	0.54
550	2746	1
550	2747	1
550	2748	1
550	2749	0.43
550	2750	0.55
551	2751	0.61
551	2752	0.68
551	2753	1
551	2754	1
551	2755	0.56
552	2756	0.77
552	2757	0.6
552	2758	1
552	2759	0.82
552	2760	1
553	2761	1
553	2762	1
553	2763	0.6
553	2764	0.44
553	2765	0.57
554	2766	1
554	2767	0.66
554	2768	1
554	2769	0.78
554	2770	1
555	2771	1
555	2772	0.84
555	2773	0.47
555	2774	1
555	2775	0.61
556	2776	0.79
556	2777	1
556	2778	0.76
556	2779	1
556	2780	0.41
557	2781	1
557	2782	1
557	2783	0.64
557	2784	1
557	2785	0.73
558	2786	0.76
558	2787	1
558	2788	1
558	2789	1
558	2790	0.52
559	2791	0.66
559	2792	0.33
559	2793	1
559	2794	1
559	2795	1
560	2796	1
560	2797	0.8
560	2798	1
560	2799	0.46
560	2800	0.52
561	2801	0.32
561	2802	0.83
561	2803	0.77
561	2804	0.47
561	2805	1
562	2806	0.71
562	2807	0.8
562	2808	1
562	2809	1
562	2810	1
563	2811	0.49
563	2812	0.73
563	2813	0.44
563	2814	1
563	2815	1
564	2816	1
564	2817	1
564	2818	0.8
564	2819	1
564	2820	1
565	2821	0.45
565	2822	0.86
565	2823	1
565	2824	0.8
565	2825	1
566	2826	0.64
566	2827	0.75
566	2828	1
566	2829	0.61
566	2830	1
567	2831	0.42
567	2832	0.87
567	2833	1
567	2834	1
567	2835	1
568	2836	1
568	2837	1
568	2838	1
568	2839	0.66
568	2840	0.52
569	2841	0.9
569	2842	0.67
569	2843	0.6
569	2844	0.35
569	2845	0.77
570	2846	1
570	2847	0.89
570	2848	1
570	2849	0.59
570	2850	1
571	2851	0.81
571	2852	0.31
571	2853	1
571	2854	1
571	2855	1
572	2856	0.63
572	2857	1
572	2858	1
572	2859	0.6
572	2860	0.94
573	2861	1
573	2862	1
573	2863	0.83
573	2864	0.76
573	2865	1
574	2866	1
574	2867	1
574	2868	1
574	2869	1
574	2870	0.59
575	2871	1
575	2872	0.82
575	2873	0.36
575	2874	0.62
575	2875	1
576	2876	1
576	2877	0.85
576	2878	1
576	2879	1
576	2880	0.52
577	2881	1
577	2882	1
577	2883	0.5
577	2884	0.56
577	2885	1
578	2886	0.87
578	2887	0.7
578	2888	1
578	2889	1
578	2890	0.65
579	2891	1
579	2892	0.61
579	2893	0.77
579	2894	0.88
579	2895	0.66
580	2896	1
580	2897	0.77
580	2898	0.79
580	2899	1
580	2900	0.68
581	2901	0.74
581	2902	0.76
581	2903	1
581	2904	1
581	2905	1
582	2906	1
582	2907	1
582	2908	0.79
582	2909	0.25
582	2910	0.61
583	2911	1
583	2912	0.65
583	2913	0.62
583	2914	0.6
583	2915	0.45
584	2916	1
584	2917	0.5
584	2918	1
584	2919	0.52
584	2920	0.77
585	2921	0.55
585	2922	0.75
585	2923	0.91
585	2924	0.74
585	2925	0.54
586	2926	0.51
586	2927	1
586	2928	0.63
586	2929	1
586	2930	1
587	2931	1
587	2932	1
587	2933	1
587	2934	1
587	2935	1
588	2936	0.38
588	2937	1
588	2938	0.58
588	2939	1
588	2940	1
589	2941	1
589	2942	1
589	2943	1
589	2944	1
589	2945	0.66
590	2946	0.63
590	2947	0.72
590	2948	0.84
590	2949	1
590	2950	0.88
591	2951	0.77
591	2952	0.77
591	2953	0.7
591	2954	1
591	2955	0.65
592	2956	1
592	2957	0.82
592	2958	0.74
592	2959	0.88
592	2960	0.46
593	2961	1
593	2962	1
593	2963	0.65
593	2964	0.9
593	2965	0.62
594	2966	1
594	2967	1
594	2968	0.19
594	2969	0.51
594	2970	1
595	2971	1
595	2972	0.69
595	2973	1
595	2974	0.66
595	2975	1
596	2976	0.52
596	2977	0.26
596	2978	0.44
596	2979	0.58
596	2980	0.84
597	2981	1
597	2982	0.53
597	2983	1
597	2984	0.95
597	2985	0.73
598	2986	0.59
598	2987	1
598	2988	1
598	2989	1
598	2990	1
599	2991	0.37
599	2992	1
599	2993	0.84
599	2994	1
599	2995	0.91
600	2996	0.82
600	2997	0.53
600	2998	1
600	2999	0.35
600	3000	0.41
601	3001	0.73
601	3002	0.75
601	3003	0.36
601	3004	1
601	3005	0.7
602	3006	1
602	3007	1
602	3008	0.36
602	3009	0.68
602	3010	0.77
603	3011	1
603	3012	0.27
603	3013	1
603	3014	0.31
603	3015	0.76
604	3016	0.49
604	3017	0.45
604	3018	1
604	3019	1
604	3020	0.67
605	3021	0.71
605	3022	0.33
605	3023	0.76
605	3024	1
605	3025	0.47
606	3026	1
606	3027	1
606	3028	1
606	3029	0.23
606	3030	1
607	3031	1
607	3032	0.7
607	3033	0.63
607	3034	1
607	3035	0.88
608	3036	0.39
608	3037	0.51
608	3038	1
608	3039	0.74
608	3040	0.32
609	3041	0.76
609	3042	0.43
609	3043	0.82
609	3044	0.45
609	3045	1
610	3046	0.91
610	3047	1
610	3048	1
610	3049	1
610	3050	0.78
611	3051	1
611	3052	0.51
611	3053	0.75
611	3054	1
611	3055	1
612	3056	1
612	3057	0.52
612	3058	1
612	3059	0.58
612	3060	0.53
613	3061	0.23
613	3062	1
613	3063	1
613	3064	0.83
613	3065	1
614	3066	1
614	3067	1
614	3068	0.72
614	3069	1
614	3070	0.68
615	3071	1
615	3072	1
615	3073	1
615	3074	1
615	3075	0.72
616	3076	1
616	3077	0.6
616	3078	1
616	3079	1
616	3080	1
617	3081	1
617	3082	0.66
617	3083	1
617	3084	1
617	3085	1
618	3086	1
618	3087	0.56
618	3088	0.5
618	3089	1
618	3090	1
619	3091	1
619	3092	0.71
619	3093	1
619	3094	1
619	3095	1
620	3096	1
620	3097	0.25
620	3098	1
620	3099	0.79
620	3100	0.63
621	3101	0.49
621	3102	0.49
621	3103	1
621	3104	1
621	3105	1
622	3106	1
622	3107	1
622	3108	0.48
622	3109	1
622	3110	0.67
623	3111	1
623	3112	0.67
623	3113	0.53
623	3114	0.66
623	3115	1
624	3116	1
624	3117	1
624	3118	0.6
624	3119	0.87
624	3120	0.92
625	3121	1
625	3122	0.24
625	3123	0.51
625	3124	1
625	3125	1
626	3126	0.61
626	3127	0.5
626	3128	0.77
626	3129	1
626	3130	0.7
627	3131	0.76
627	3132	1
627	3133	0.23
627	3134	1
627	3135	1
628	3136	1
628	3137	1
628	3138	0.68
628	3139	1
628	3140	1
629	3141	1
629	3142	0.56
629	3143	1
629	3144	0.68
629	3145	0.85
630	3146	0.61
630	3147	0.33
630	3148	1
630	3149	0.57
630	3150	0.74
631	3151	0.63
631	3152	1
631	3153	0.55
631	3154	1
631	3155	0.81
632	3156	1
632	3157	1
632	3158	1
632	3159	0.77
632	3160	0.71
633	3161	0.5
633	3162	0.87
633	3163	1
633	3164	1
633	3165	1
634	3166	0.73
634	3167	1
634	3168	0.43
634	3169	0.66
634	3170	1
635	3171	1
635	3172	1
635	3173	1
635	3174	0.8
635	3175	1
636	3176	1
636	3177	1
636	3178	1
636	3179	0.5
636	3180	1
637	3181	0.81
637	3182	0.72
637	3183	1
637	3184	0.72
637	3185	0.75
638	3186	1
638	3187	1
638	3188	0.56
638	3189	0.64
638	3190	0.64
639	3191	0.72
639	3192	1
639	3193	0.67
639	3194	0.66
639	3195	1
640	3196	0.56
640	3197	0.53
640	3198	0.58
640	3199	1
640	3200	0.84
641	3201	1
641	3202	0.69
641	3203	1
641	3204	0.91
641	3205	1
642	3206	0.59
642	3207	0.6
642	3208	1
642	3209	0.51
642	3210	0.58
643	3211	0.57
643	3212	0.48
643	3213	0.75
643	3214	0.51
643	3215	1
644	3216	1
644	3217	1
644	3218	1
644	3219	0.68
644	3220	1
645	3221	0.8
645	3222	1
645	3223	0.76
645	3224	0.36
645	3225	0.79
646	3226	1
646	3227	0.59
646	3228	1
646	3229	0.59
646	3230	0.66
647	3231	0.77
647	3232	0.71
647	3233	1
647	3234	1
647	3235	0.51
648	3236	1
648	3237	1
648	3238	1
648	3239	1
648	3240	1
649	3241	0.67
649	3242	1
649	3243	1
649	3244	0.64
649	3245	1
650	3246	1
650	3247	1
650	3248	0.76
650	3249	0.78
650	3250	1
651	3251	1
651	3252	1
651	3253	0.69
651	3254	1
651	3255	0.26
652	3256	0.46
652	3257	1
652	3258	1
652	3259	1
652	3260	1
653	3261	1
653	3262	0.52
653	3263	0.73
653	3264	0.86
653	3265	1
654	3266	0.67
654	3267	0.74
654	3268	0.38
654	3269	1
654	3270	1
655	3271	0.45
655	3272	0.58
655	3273	1
655	3274	1
655	3275	1
656	3276	1
656	3277	1
656	3278	1
656	3279	1
656	3280	0.76
657	3281	1
657	3282	1
657	3283	1
657	3284	0.6
657	3285	1
658	3286	0.75
658	3287	1
658	3288	1
658	3289	0.57
658	3290	1
659	3291	0.73
659	3292	0.75
659	3293	0.32
659	3294	1
659	3295	0.86
660	3296	1
660	3297	0.84
660	3298	0.62
660	3299	1
660	3300	0.66
661	3301	1
661	3302	0.66
661	3303	0.8
661	3304	1
661	3305	1
662	3306	1
662	3307	1
662	3308	0.46
662	3309	0.72
662	3310	0.68
663	3311	0.62
663	3312	1
663	3313	1
663	3314	0.5
663	3315	0.76
664	3316	0.48
664	3317	1
664	3318	0.63
664	3319	0.53
664	3320	1
665	3321	1
665	3322	1
665	3323	1
665	3324	1
665	3325	1
666	3326	0.65
666	3327	1
666	3328	0.54
666	3329	1
666	3330	0.68
667	3331	0.74
667	3332	0.67
667	3333	1
667	3334	0.28
667	3335	0.75
668	3336	0.76
668	3337	0.53
668	3338	1
668	3339	0.76
668	3340	0.64
669	3341	1
669	3342	0.63
669	3343	0.61
669	3344	1
669	3345	0.7
670	3346	1
670	3347	0.91
670	3348	1
670	3349	0.68
670	3350	1
671	3351	0.62
671	3352	1
671	3353	1
671	3354	0.39
671	3355	0.34
672	3356	0.3
672	3357	1
672	3358	0.89
672	3359	1
672	3360	0.9
673	3361	1
673	3362	0.7
673	3363	0.41
673	3364	1
673	3365	1
674	3366	0.73
674	3367	1
674	3368	1
674	3369	0.67
674	3370	1
675	3371	0.55
675	3372	0.84
675	3373	1
675	3374	1
675	3375	1
676	3376	0.76
676	3377	0.72
676	3378	0.78
676	3379	1
676	3380	1
677	3381	1
677	3382	1
677	3383	0.58
677	3384	1
677	3385	1
678	3386	1
678	3387	0.21
678	3388	1
678	3389	0.42
678	3390	0.43
679	3391	0.43
679	3392	1
679	3393	0.67
679	3394	1
679	3395	0.45
680	3396	0.81
680	3397	1
680	3398	1
680	3399	0.72
680	3400	0.57
681	3401	1
681	3402	0.85
681	3403	0.91
681	3404	0.34
681	3405	1
682	3406	1
682	3407	1
682	3408	1
682	3409	1
682	3410	0.59
683	3411	1
683	3412	0.87
683	3413	1
683	3414	0.56
683	3415	0.17
684	3416	0.8
684	3417	0.6
684	3418	0.54
684	3419	0.57
684	3420	0.66
685	3421	1
685	3422	1
685	3423	1
685	3424	1
685	3425	1
686	3426	1
686	3427	0.83
686	3428	1
686	3429	0.61
686	3430	0.54
687	3431	0.85
687	3432	0.87
687	3433	1
687	3434	1
687	3435	0.54
688	3436	0.18
688	3437	1
688	3438	1
688	3439	0.6
688	3440	0.62
689	3441	0.37
689	3442	0.5
689	3443	1
689	3444	0.45
689	3445	1
690	3446	1
690	3447	0.38
690	3448	0.84
690	3449	0.5
690	3450	1
691	3451	0.53
691	3452	0.67
691	3453	1
691	3454	0.82
691	3455	0.35
692	3456	0.68
692	3457	0.66
692	3458	0.32
692	3459	0.79
692	3460	0.45
693	3461	1
693	3462	0.45
693	3463	1
693	3464	0.68
693	3465	1
694	3466	1
694	3467	0.47
694	3468	0.66
694	3469	0.46
694	3470	0.7
695	3471	1
695	3472	1
695	3473	0.61
695	3474	0.79
695	3475	0.61
696	3476	1
696	3477	0.77
696	3478	1
696	3479	1
696	3480	0.55
697	3481	1
697	3482	1
697	3483	0.71
697	3484	1
697	3485	0.87
698	3486	1
698	3487	1
698	3488	1
698	3489	0.74
698	3490	1
699	3491	1
699	3492	0.81
699	3493	0.81
699	3494	1
699	3495	0.83
700	3496	0.78
700	3497	1
700	3498	0.56
700	3499	1
700	3500	0.69
701	3501	0.67
701	3502	1
701	3503	0.82
701	3504	0.76
701	3505	1
702	3506	0.64
702	3507	1
702	3508	0.42
702	3509	1
702	3510	0.41
703	3511	0.76
703	3512	1
703	3513	0.42
703	3514	1
703	3515	1
704	3516	1
704	3517	0.57
704	3518	1
704	3519	0.85
704	3520	0.55
705	3521	0.6
705	3522	1
705	3523	0.71
705	3524	1
705	3525	1
706	3526	0.63
706	3527	0.67
706	3528	1
706	3529	1
706	3530	0.32
707	3531	1
707	3532	0.84
707	3533	0.11
707	3534	0.46
707	3535	1
708	3536	0.76
708	3537	0.16
708	3538	0.61
708	3539	1
708	3540	1
709	3541	1
709	3542	1
709	3543	1
709	3544	0.6
709	3545	1
710	3546	0.84
710	3547	1
710	3548	0.59
710	3549	0.58
710	3550	1
711	3551	0.43
711	3552	0.58
711	3553	0.71
711	3554	1
711	3555	1
712	3556	0.33
712	3557	0.41
712	3558	1
712	3559	1
712	3560	0.71
713	3561	0.89
713	3562	1
713	3563	0.79
713	3564	0.45
713	3565	0.5
714	3566	0.6
714	3567	1
714	3568	0.84
714	3569	1
714	3570	1
715	3571	1
715	3572	1
715	3573	0.46
715	3574	1
715	3575	1
716	3576	0.7
716	3577	1
716	3578	0.35
716	3579	0.9
716	3580	1
717	3581	1
717	3582	1
717	3583	1
717	3584	1
717	3585	1
718	3586	0.63
718	3587	0.58
718	3588	1
718	3589	0.4
718	3590	0.81
719	3591	1
719	3592	0.61
719	3593	0.65
719	3594	0.72
719	3595	0.78
720	3596	0.59
720	3597	0.49
720	3598	0.69
720	3599	1
720	3600	1
721	3601	0.49
721	3602	0.33
721	3603	0.45
721	3604	0.82
721	3605	0.62
